%eval_id  interface A1             b1             E1             response_fn_1  
1        NO_ID     6.695591889    2.439630047    7.117015925    4.154088045e-05 
2        NO_ID     7.558598228    3.037629369    6.093839525    4.081882394e-05 
3        NO_ID     8.576053428    2.723837844    5.919927201    3.965518364e-05 
4        NO_ID     7.760767316    3.086166978    7.169381209    4.154918908e-05 
5        NO_ID     6.60545446     2.883131616    5.507370947    3.631828245e-05 
6        NO_ID     8.791634725    3.217161137    8.061967949    4.156845821e-05 
7        NO_ID     8.715717287    2.433226138    6.302181474    4.09427065e-05 
8        NO_ID     8.616662335    2.358155488    7.716178081    4.158535054e-05 
9        NO_ID     8.75550412     2.364752392    5.495265698    3.308128263e-05 
10       NO_ID     8.147593591    2.754624044    5.652219023    3.726438936e-05 
11       NO_ID     7.292117731    2.667071128    6.654816508    4.142955947e-05 
12       NO_ID     7.664597291    2.567381133    6.968501786    4.156120011e-05 
13       NO_ID     6.135729342    3.484857928    6.199734403    4.131196252e-05 
14       NO_ID     6.676675531    3.396392003    6.082165131    4.101779713e-05 
15       NO_ID     7.606123686    2.873711702    7.010778368    4.15762698e-05 
16       NO_ID     6.271937119    2.690333662    6.561561414    4.141413672e-05 
17       NO_ID     6.38173536     3.322424683    7.749000254    4.156703923e-05 
18       NO_ID     8.116405324    3.415970645    7.594414459    4.157743438e-05 
19       NO_ID     6.155167333    2.762049025    6.20319889     4.108737887e-05 
20       NO_ID     6.899041865    3.127578245    5.554331512    3.740549425e-05 
21       NO_ID     8.828603071    2.76350855     5.598405282    3.618614034e-05 
22       NO_ID     6.039712475    2.573865715    6.119399373    4.080407083e-05 
23       NO_ID     7.837537376    2.482067124    6.596468494    4.141981476e-05 
24       NO_ID     8.99655594     2.503101788    6.90114096     4.153251596e-05 
25       NO_ID     8.213928275    2.92550419     6.657113135    4.146717913e-05 
26       NO_ID     6.931350999    2.72554683     5.994555949    4.039297299e-05 
27       NO_ID     8.407473315    3.331279015    7.12150571     4.156742106e-05 
28       NO_ID     8.819693797    2.614723666    8.063077293    4.158283469e-05 
29       NO_ID     8.094844603    2.841570867    5.854454347    3.948550065e-05 
30       NO_ID     8.663873345    3.218933812    5.758377224    3.914815267e-05 
31       NO_ID     6.755580828    3.233516595    6.766955257    4.155786693e-05 
32       NO_ID     6.42115338     3.083552347    5.956550715    4.055784217e-05 
33       NO_ID     7.515760736    3.470059755    5.521051453    3.749305178e-05 
34       NO_ID     7.641155603    3.416236174    6.341574357    4.133561603e-05 
35       NO_ID     8.709898252    3.232608958    6.195065888    4.104309144e-05 
36       NO_ID     7.903740366    3.117523275    6.021163762    4.066379309e-05 
37       NO_ID     8.369804419    2.727020357    6.61545201     4.142666277e-05 
38       NO_ID     6.44040347     2.899608273    5.716931037    3.887763332e-05 
39       NO_ID     6.289188471    3.020869673    6.696846182    4.148196919e-05 
40       NO_ID     7.378555354    2.544526205    5.837236018    3.912674871e-05 
41       NO_ID     6.385625279    2.766468403    6.650659132    4.143587504e-05 
42       NO_ID     7.85118521     3.453203584    7.404476719    4.158306552e-05 
43       NO_ID     6.391198919    2.550128814    6.963329082    4.153985675e-05 
44       NO_ID     6.364672723    3.461188628    7.502999844    4.158742052e-05 
45       NO_ID     8.173807615    2.672258808    6.974871925    4.150928003e-05 
46       NO_ID     8.429708082    2.351839338    7.322894442    4.156136337e-05 
47       NO_ID     8.389280783    2.902307016    7.62580673     4.155505795e-05 
48       NO_ID     8.864346097    2.884913589    5.677313484    3.756499835e-05 
49       NO_ID     8.809540966    3.239188365    8.036477565    4.160978954e-05 
50       NO_ID     6.823764351    2.652321085    7.587891342    4.154597575e-05 
51       NO_ID     6.243250439    2.681670169    7.354108376    4.156314015e-05 
52       NO_ID     6.911394213    3.166966418    7.69476262     4.15575524e-05 
53       NO_ID     6.558587943    3.360773854    5.658362079    3.912399622e-05 
54       NO_ID     8.949138384    3.258170804    6.304994483    4.122925743e-05 
55       NO_ID     7.308919646    3.391548829    6.011439899    4.079204008e-05 
56       NO_ID     6.851200834    2.939995619    6.267593018    4.116968192e-05 
57       NO_ID     7.79226982     3.074145265    6.846235092    4.154549497e-05 
58       NO_ID     6.78997808     3.238131045    6.742321997    4.154368886e-05 
59       NO_ID     8.113009849    3.043804082    7.046605748    4.152745143e-05 
60       NO_ID     8.445516511    2.740905227    8.057714111    4.158287226e-05 
61       NO_ID     6.151973178    2.963811238    7.006613463    4.155335883e-05 
62       NO_ID     6.024640639    2.521209368    5.641631912    3.755032e-05   
63       NO_ID     7.529024039    2.867666796    6.867723946    4.15331905e-05 
