%eval_id  interface E1             E257           E250           b249           Lv             v              response_fn_1  
1        NO_ID     1.579674724    8.36688806     8.059758799    2.058590264    7.741779561    12.22258288    0.0562411809   
2        NO_ID     1.547925744    6.882953144    5.682736402    2.592091838    9.789446575    9.780026462    0.05618757964  
3        NO_ID     1.573340434    9.408778513    8.329055756    2.61925281     9.816951641    13.1826613     0.05566516338  
4        NO_ID     1.569833685    8.04055936     6.820082891    2.670226482    7.824197257    11.76255045    0.06137850278  
5        NO_ID     1.567791401    9.593535426    6.574332334    2.308132249    7.514598466    9.717089293    0.06624996939  
6        NO_ID     1.574553224    9.548747827    7.341136533    2.779293878    6.999495063    15.3593042     0.06939899562  
7        NO_ID     1.551272352    9.521970307    8.156498181    2.051631334    7.647145368    14.09155599    0.05922541788  
8        NO_ID     1.542833205    7.336733444    7.802930946    2.717801333    6.840027682    7.581990011    0.06504734196  
9        NO_ID     1.574337209    7.640201839    7.885425668    3.032027997    8.151191712    10.18609774    0.05440121267  
10       NO_ID     1.565961493    7.081614207    7.59685452     2.159301936    8.468349132    4.167507791    0.06864603957  
11       NO_ID     1.547071258    9.052969477    6.256851531    2.360618691    9.327594668    14.61292159    0.04742087184  
12       NO_ID     1.578194164    6.454993598    6.021963113    2.30717987     6.859929646    15.19661998    0.0719117799   
13       NO_ID     1.562155604    8.188065397    6.468882666    2.743324444    8.542416283    12.11292678    0.06016322134  
14       NO_ID     1.542187102    8.325979476    7.157995272    2.344416339    8.45480341     13.10674811    0.05604549309  
15       NO_ID     1.559692763    7.482264339    7.616905654    2.758463369    10.42576345    10.73957231    0.0506510193   
16       NO_ID     1.563923876    8.156692886    6.509053852    2.158271899    7.331751801    14.79903461    0.05786992892  
17       NO_ID     1.556327653    6.798375242    6.775889336    2.562871992    8.389593273    12.15482361    0.0582363669   
18       NO_ID     1.572763557    8.935457686    8.014064651    2.037127648    7.159095555    4.315633086    0.09578598788  
19       NO_ID     1.561415083    8.281615444    8.124930139    2.276273972    8.052673365    4.216123812    0.07635065543  
20       NO_ID     1.57978458     7.966138147    6.823870373    2.163215925    8.023157554    7.738083186    0.06832822021  
21       NO_ID     1.555033721    6.726921285    6.690911269    2.091130203    9.96948075     9.891933081    0.05461221885  
22       NO_ID     1.57883412     8.209230821    6.061104661    2.285077304    6.34330496     6.773415384    0.08799055012  
23       NO_ID     1.556266622    9.107275211    6.755957245    2.209402952    10.39861585    5.152554159    0.04880518849  
24       NO_ID     1.565362467    6.522354725    7.827970615    2.409199314    7.273471102    12.39502899    0.06243509648  
25       NO_ID     1.556830237    7.36775571     5.922295676    2.781756254    7.536916235    8.323168669    0.06760012669  
26       NO_ID     1.542024639    6.635718097    7.906785682    2.870524919    10.14296352    10.04407092    0.04594706274  
27       NO_ID     1.546949881    9.009850421    7.45782694     2.818061064    6.324327121    6.22418197     0.07720637963  
28       NO_ID     1.563745318    9.214421351    7.499136657    2.192466749    8.339642657    9.692720858    0.05901304748  
29       NO_ID     1.569378304    8.591334371    7.20242719     3.027243652    6.818272599    13.93723611    0.07799865665  
30       NO_ID     1.562326266    7.460164854    5.689203838    2.833141637    8.387925241    13.74026078    0.06262340628  
31       NO_ID     1.577633526    8.180462136    7.878558663    2.860567167    9.509411113    7.431208139    0.04497370698  
32       NO_ID     1.577697166    7.589965208    8.244469233    2.469569225    9.536340889    14.49686403    0.05168440949  
33       NO_ID     1.566609308    9.448883504    7.465074039    2.131264832    6.866397681    5.125204961    0.08884365173  
34       NO_ID     1.576026734    8.377616175    6.349295509    2.949370455    6.564254978    13.30935406    0.07980224504  
35       NO_ID     1.566462733    8.842396207    6.410469684    2.836488987    9.90524435     14.18729404    0.0516415464   
36       NO_ID     1.547888328    7.248273197    8.292398386    2.347633245    6.345547399    13.30259268    0.06861362565  
37       NO_ID     1.572932811    8.241547315    7.399070013    2.991248768    8.323635633    8.61197044     0.051410676    
38       NO_ID     1.551779498    9.262489927    5.828014847    2.120283544    7.872403897    5.751827136    0.06868163556  
39       NO_ID     1.574257247    8.693359906    6.700334539    2.464526786    9.531218968    4.952349864    0.05204382226  
40       NO_ID     1.573194209    7.681801496    7.187159819    2.56496477     9.116228301    4.91958693     0.05490953108  
