%eval_id  interface E1             E257           E250           b249           Lv             v              response_fn_1  
1        NO_ID     1.864313089    6.980932747    5.998295766    2.664182466    6.732521141    8.210502757    0.06416034782  
2        NO_ID     1.936713071    6.967676672    6.798399827    2.457038842    9.022884832    6.660722163    0.03713466992  
3        NO_ID     1.593085493    8.678167318    8.048642588    2.652614454    9.333674634    10.32944507    0.05007202332  
4        NO_ID     1.920543409    6.494433801    5.943947078    2.614871892    6.751108325    9.570104934    0.06085535878  
5        NO_ID     1.61363862     9.327364472    7.234454448    2.415938358    7.108058778    10.61226057    0.06372640107  
6        NO_ID     1.573810832    8.883285181    8.276128674    2.061650282    9.201265009    8.895444394    0.05608138211  
7        NO_ID     1.610410383    8.166930072    6.683397379    2.469682091    8.645077368    8.537346281    0.05428147848  
8        NO_ID     2.064552134    6.915711356    5.953867002    2.795478056    6.511675069    6.763016852    0.05410275669  
9        NO_ID     1.704034422    7.286876928    7.537137101    2.839011968    8.597968389    11.44299155    0.04961989284  
10       NO_ID     2.096687849    8.128270588    6.879475872    2.44468442     7.816767731    8.675257765    0.03502366419  
11       NO_ID     2.074163057    7.907431415    7.425490685    2.250786721    6.390741467    8.371901221    0.05114827573  
12       NO_ID     1.948075633    8.080875637    7.275365001    2.591561639    9.079436977    9.661349642    0.03537220258  
13       NO_ID     1.645154174    8.264227114    7.826751412    2.708526763    10.45692915    15.2834804     0.04992015889  
14       NO_ID     1.974010336    9.358162641    7.801287674    2.609744519    10.36806167    11.57365652    0.03689028592  
15       NO_ID     2.027937884    9.290491986    7.878361148    3.035284514    9.950422693    10.16999808    0.03277458024  
16       NO_ID     1.806141404    6.415510945    8.222084824    2.224215664    9.647720611    5.375632562    0.04622943028  
17       NO_ID     1.599746043    8.79382729     7.661981123    2.540547229    7.008831484    12.38288425    0.06039554407  
18       NO_ID     1.619447574    9.219656896    7.566627484    2.407585965    8.433116754    12.97349334    0.05230253301  
19       NO_ID     1.7433917      7.92367457     7.653116445    2.107820758    6.489015817    9.194515532    0.07237703057  
20       NO_ID     1.577260943    7.965221918    6.814467458    2.244638282    7.055461089    7.642449553    0.07822666059  
21       NO_ID     1.776307629    7.710618936    6.34861883     2.101282108    7.448239556    10.92959148    0.05965701319  
22       NO_ID     1.941816255    8.868519906    5.606554213    2.347503346    6.570418302    6.897558324    0.06029396188  
23       NO_ID     1.629442585    6.648295825    6.372310662    2.760918151    10.24198532    12.80807562    0.05124760886  
24       NO_ID     1.633155379    9.581738343    6.409935125    2.684369097    9.291176284    4.897740223    0.04677496073  
25       NO_ID     2.219034348    7.077007259    7.904622525    2.733682421    7.274050507    12.27047317    0.0287655428   
26       NO_ID     1.584819531    6.627381206    8.099567679    2.21901597     7.970662522    9.500135903    0.06398644143  
27       NO_ID     2.076299855    6.899170883    6.746420451    2.649492841    7.558472024    15.01370941    0.04596545563  
28       NO_ID     2.211784258    8.457950942    8.288242798    2.143286508    6.8377301      7.172056282    0.04032521744  
29       NO_ID     1.96197671     9.421133007    8.276916899    2.334028415    10.206638      10.8836457     0.03529284889  
